,stw,sto,sth,att,Bus0_AOD,Bus1_AOD,Bus2_AOD,Bus3_AOD,Bus4_AOD,Bus5_AOD
0,232.40540540540542,14.146426267115919,[3.9048064],1431.6565656565656,204,239,166,167,148,149
1,205.7922077922078,10.509947423764459,[3.6928596],1338.9264705882354,204,157,161,146,132,151
2,236.375,8.055064935064934,0.0,1515.6218487394958,189,136,150,126,113,133
3,236.99425287356323,6.972038834951457,[1.2903026],1470.9930555555557,200,138,133,114,113,126
4,212.42528735632183,3.948529411764706,[4.2272468],1511.968152866242,143,141,126,108,114,133
5,227.1625,3.556686693368936,[6.992231],1479.4834905660377,150,144,123,93,108,131
6,373.92816091954023,5.534814114681789,[14.934281],1647.0529010238909,238,222,159,115,149,175
7,574.0903010033445,3.1928475840665125,[5.619972],1665.1077586206898,276,301,311,208,230,201
8,301.23952095808386,1.8321891685736078,[4.102819],1402.2323943661972,280,304,304,288,270,207
9,232.14583333333334,1.5403136799302932,[1.3129815],1436.1494252873563,283,303,298,282,196,203
10,235.0568181818182,1.3247242818867218,[3.285649],1424.0675675675675,254,288,272,263,192,190
11,253.91780821917808,1.6281433921883357,[6.540892],1466.8688524590164,227,267,243,181,163,165
0,202.93457943925233,14.533563814462688,[6.0589676],1447.7142857142858,225,217,168,126,173,159
1,208.01123595505618,11.421142238043643,[3.3159382],1267.3076923076924,213,197,154,116,166,148
2,218.17482517482517,9.43852193995381,[7.656282],1393.4960629921259,189,150,139,106,154,128
3,215.2049689440994,6.451491985203453,[1.3162856],1415.725352112676,174,140,130,111,137,119
4,215.36263736263737,3.7609075043630016,[6.0276146],1449.591463414634,130,129,136,109,140,120
5,217.6024096385542,2.1031746031746033,[12.683833],1512.29792147806,125,133,131,113,143,111
6,277.961038961039,2.4841765606254906,[9.706918],1515.5799256505577,211,194,175,156,192,123
7,342.6331168831169,2.6243753948653152,0.0,1517.0076045627377,271,286,280,225,265,187
8,220.45185185185184,2.10221392371299,[1.2863584],1432.611111111111,276,301,303,263,282,205
9,227.17,2.1759451853664507,[1.2730576],1418.6813186813188,270,288,296,238,204,190
10,207.17708333333334,2.109420983583307,[1.4424835],1373.816091954023,260,267,279,170,196,171
11,218.01298701298703,2.328275448653104,0.0,1453.2769230769231,249,248,267,160,184,163
0,238.94594594594594,13.55982905982906,[3.8825476],1234.469696969697,224,221,158,140,147,163
1,217.23076923076923,11.076923076923077,0.0,1434.9,194,197,143,124,131,147
2,201.8954248366013,8.825157232704402,0.0,1532.4782608695652,166,142,120,112,120,135
3,207.66129032258064,5.695019973368844,0.0,1469.116129032258,155,136,115,99,108,138
4,228.6280487804878,3.7378048780487805,0.0,1454.2620689655173,121,136,130,99,108,144
5,219.6876227897839,3.4472222222222224,[8.711349],1469.5454545454545,125,141,113,94,99,148
6,313.64203612479474,3.344368571181606,[11.467122],1575.315693430657,188,198,160,129,157,174
7,457.1720779220779,3.5232383808095955,[4.6970525],1598.9666666666667,265,276,264,221,215,238
8,249.60902255639098,2.330424007327191,0.0,1343.0353982300885,277,301,296,256,244,240
9,205.1627906976744,1.9484645788993618,[3.6300757],1404.1298701298701,277,295,281,247,175,220
10,213.53846153846155,1.9701878395182928,0.0,1334.4675324675325,260,284,260,223,166,196
11,241.17307692307693,1.2554112554112553,[1.7643985],1311.2272727272727,243,248,242,157,162,180
0,199.75862068965517,14.8540256870598,[2.083104],1395.5277777777778,239,234,165,173,163,140
1,234.27380952380952,12.398991596638655,[4.545259],1482.8157894736842,212,147,151,154,160,128
2,261.5061728395062,8.895678866587957,[1.5270543],1597.013698630137,189,138,134,143,133,110
3,227.45569620253164,7.2080082358040745,0.0,1507.6174496644296,145,138,118,140,115,113
4,229.1069182389937,5.9708828709819475,[11.172412],1532.1780821917807,162,129,116,136,103,111
